crop_id,dataset_path,polygon_rank_x,joint_position,board,package,cell,viewpoint,class,group_id,split,split_hash
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_17_18_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_17_18_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2.1,spike,manual_050,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_17_18_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_17_18_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2.1,spike,manual_050,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_17_47_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_17_47_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2.1,spike,manual_051,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_17_47_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_17_47_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2.1,excess,manual_051,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_17_58_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_17_58_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2.1,spike,manual_052,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_17_58_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_17_58_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2.1,excess,manual_052,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_18_10_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_18_10_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2.1,spike,manual_053,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_18_10_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_18_10_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2.1,excess,manual_053,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_18_24_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_18_24_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2.1,insufficient,manual_054,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_18_24_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_18_24_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2.1,insufficient,manual_054,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_18_41_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_18_41_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2.1,spike,manual_055,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_18_41_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_18_41_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2.1,excess,manual_055,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_18_53_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_18_53_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2.1,spike,manual_056,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_18_53_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2.1/WIN_20220330_16_18_53_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2.1,insufficient,manual_056,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_15_56_06_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_15_56_06_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2,excess,manual_041,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_15_56_06_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_15_56_06_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2,spike,manual_041,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_15_56_21_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_15_56_21_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2,excess,manual_042,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_15_56_21_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_15_56_21_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2,spike,manual_042,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_01_25_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_01_25_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2,spike,manual_043,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_01_25_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_01_25_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2,spike,manual_043,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_01_50_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_01_50_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2,excess,manual_044,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_01_50_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_01_50_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2,insufficient,manual_044,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_02_04_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_02_04_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2,spike,manual_045,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_02_04_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_02_04_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2,spike,manual_045,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_02_29_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_02_29_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2,excess,manual_046,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_02_29_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_02_29_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2,spike,manual_046,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_02_46_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_02_46_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2,excess,manual_047,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_02_46_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_02_46_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2,spike,manual_047,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_02_56_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_02_56_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2,spike,manual_048,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_02_56_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_02_56_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2,spike,manual_048,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_03_53_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_03_53_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2,excess,manual_049,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_03_53_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_03_53_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2,spike,manual_049,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_04_06_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_04_06_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2,spike,manual_050,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_04_06_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_04_06_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2,spike,manual_050,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_04_28_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_04_28_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2,excess,manual_051,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_04_28_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_04_28_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2,spike,manual_051,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_04_39_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_04_39_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2,excess,manual_052,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_04_39_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_04_39_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2,spike,manual_052,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_04_53_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_04_53_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2,normal,manual_053,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_04_53_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_04_53_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2,spike,manual_053,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_05_02_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_05_02_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2,excess,manual_054,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_05_02_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_05_02_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2,spike,manual_054,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_05_11_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_05_11_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2,normal,manual_055,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_05_11_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_05_11_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2,spike,manual_055,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_05_22_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_05_22_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2,spike,manual_056,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_05_22_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_05_22_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2,spike,manual_056,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_05_34_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_05_34_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2,spike,manual_057,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_05_34_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_05_34_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2,spike,manual_057,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_05_47_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_05_47_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2,excess,manual_058,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_05_47_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_05_47_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2,spike,manual_058,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_06_05_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_06_05_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2,normal,manual_059,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_06_05_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_06_05_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2,spike,manual_059,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_06_21_Pro.jpg#1,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_06_21_Pro.jpg,1,left,CS2,R0805,CS2/R0805,V2,excess,manual_060,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_06_21_Pro.jpg#2,SolDef_AI/Dataset/CS2/R0805/V2/WIN_20220330_16_06_21_Pro.jpg,2,right,CS2,R0805,CS2/R0805,V2,spike,manual_060,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_10_14_Pro.jpg#1,SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_10_14_Pro.jpg,1,left,CS2,R1206,CS2/R1206,V2,normal,manual_061,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_10_14_Pro.jpg#2,SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_10_14_Pro.jpg,2,right,CS2,R1206,CS2/R1206,V2,spike,manual_061,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_10_23_Pro.jpg#1,SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_10_23_Pro.jpg,1,left,CS2,R1206,CS2/R1206,V2,normal,manual_062,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_10_23_Pro.jpg#2,SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_10_23_Pro.jpg,2,right,CS2,R1206,CS2/R1206,V2,spike,manual_062,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_10_38_Pro.jpg#1,SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_10_38_Pro.jpg,1,left,CS2,R1206,CS2/R1206,V2,normal,manual_063,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_10_38_Pro.jpg#2,SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_10_38_Pro.jpg,2,right,CS2,R1206,CS2/R1206,V2,spike,manual_063,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_10_53_Pro.jpg#1,SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_10_53_Pro.jpg,1,left,CS2,R1206,CS2/R1206,V2,normal,manual_064,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_10_53_Pro.jpg#2,SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_10_53_Pro.jpg,2,right,CS2,R1206,CS2/R1206,V2,spike,manual_064,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_11_07_Pro.jpg#1,SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_11_07_Pro.jpg,1,left,CS2,R1206,CS2/R1206,V2,normal,manual_065,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_11_07_Pro.jpg#2,SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_11_07_Pro.jpg,2,right,CS2,R1206,CS2/R1206,V2,spike,manual_065,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_11_37_Pro.jpg#1,SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_11_37_Pro.jpg,1,left,CS2,R1206,CS2/R1206,V2,excess,manual_066,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_11_37_Pro.jpg#2,SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_11_37_Pro.jpg,2,right,CS2,R1206,CS2/R1206,V2,spike,manual_066,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_11_49_Pro.jpg#1,SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_11_49_Pro.jpg,1,left,CS2,R1206,CS2/R1206,V2,normal,manual_067,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_11_49_Pro.jpg#2,SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_11_49_Pro.jpg,2,right,CS2,R1206,CS2/R1206,V2,normal,manual_067,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_12_00_Pro.jpg#1,SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_12_00_Pro.jpg,1,left,CS2,R1206,CS2/R1206,V2,normal,manual_068,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_12_00_Pro.jpg#2,SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_12_00_Pro.jpg,2,right,CS2,R1206,CS2/R1206,V2,spike,manual_068,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_12_11_Pro.jpg#1,SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_12_11_Pro.jpg,1,left,CS2,R1206,CS2/R1206,V2,excess,manual_069,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_12_11_Pro.jpg#2,SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_12_11_Pro.jpg,2,right,CS2,R1206,CS2/R1206,V2,spike,manual_069,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_12_31_Pro.jpg#1,SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_12_31_Pro.jpg,1,left,CS2,R1206,CS2/R1206,V2,excess,manual_070,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_12_31_Pro.jpg#2,SolDef_AI/Dataset/CS2/R1206/V2/WIN_20220330_16_12_31_Pro.jpg,2,right,CS2,R1206,CS2/R1206,V2,excess,manual_070,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_43_00_Pro.jpg#1,SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_43_00_Pro.jpg,1,left,CS6,C0805,CS6/C0805,V2.1,excess,manual_071,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_43_00_Pro.jpg#2,SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_43_00_Pro.jpg,2,right,CS6,C0805,CS6/C0805,V2.1,excess,manual_071,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_43_17_Pro.jpg#1,SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_43_17_Pro.jpg,1,left,CS6,C0805,CS6/C0805,V2.1,excess,manual_072,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_43_17_Pro.jpg#2,SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_43_17_Pro.jpg,2,right,CS6,C0805,CS6/C0805,V2.1,spike,manual_072,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_43_34_Pro.jpg#1,SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_43_34_Pro.jpg,1,left,CS6,C0805,CS6/C0805,V2.1,excess,manual_073,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_43_34_Pro.jpg#2,SolDef_AI/Dataset/CS6/C0805/V2.1/WIN_20220408_13_43_34_Pro.jpg,2,right,CS6,C0805,CS6/C0805,V2.1,insufficient,manual_073,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
